6.757435873555493799e+01	1.232201100698742380e+02	-9.908406770791224005e+01	-2.333822196421694741e+02	-1.482031578721577603e+02	-6.149762759701110326e+01	-2.639258981262144630e+02	-2.030804611925007919e+01	3.510486783086214757e+01	-1.327124466060882355e+02	3.742319097125256633e+01	-6.678599702988444164e+01
2.471076925631817858e+02	-3.509282340773171427e+02	1.750722379289496189e+02	-2.644777418037018606e+02	-5.525832533551160850e+02	-7.705090443535327438e+01	1.013346544376661171e+02	-1.729616288447751629e+02	-4.096310309091475688e+01	-1.244802372997684898e+02	1.414308419761118785e+02	-1.271506297963856582e+02
1.867764437172806140e+02	-3.647658216263024542e+02	2.349647340137097729e+02	2.830149542732303303e+02	-1.920241375008957334e+02	-2.834354388630897503e+01	4.132182371740407234e+02	-2.792128856172637370e+02	-2.578626499514051034e+02	1.180794049344685845e+02	-1.117968503031811167e+02	7.540087133411051923e+01
1.642313475287208178e+02	8.858485579711805258e+01	-9.876495820775089385e+01	-4.014604992079774775e+02	-4.048391643920604679e+02	-1.014261059712878250e+02	-1.725893831244506202e+02	3.863061016050532004e+01	-2.538487042014601158e+01	-3.067953810666485879e+02	2.908536627926821438e+02	-2.547342041372219796e+02
2.707481501590594917e+02	-2.319495308145990293e+02	2.501438880738627404e+02	-6.958383063764942733e+01	-5.168611520365745946e+02	-7.750450327800382411e+01	1.237896757794799640e+02	-2.992327869471950521e+02	-4.912021395734581120e+01	-4.201263268306714593e+01	2.750060243550775567e+02	-1.466298370475151387e+02
-4.259766757406062254e+01	-2.925942982808927439e+01	9.361503999784790153e+01	2.383456608988713583e+02	1.257655153471853282e+02	1.482280555098672892e+01	9.840270027288271137e+01	-5.089182860072171621e+01	3.024194119796149849e+01	2.214076575981405313e+02	-1.346626503440687657e+02	6.940516564897438911e+01
1.685054337147578565e+02	-1.756123365923350548e+02	1.052819751613276082e+02	1.797670247527392462e+01	-1.111752754409345130e+02	-2.123015084786828766e+02	1.789894530673259112e+02	-7.902724567709753956e+01	-3.001201538848658856e+02	-1.765767437705203804e+02	2.036108659221888217e+01	6.854611873210899375e+01
7.640284383036143367e+01	1.177217325634698994e+02	-6.852505574115494369e+01	-9.849953093748396782e+00	-8.057272619950605730e+00	-1.273454147494272206e+02	1.112733294009613303e+02	1.461900559066859842e+02	-2.199265553853267932e+02	-4.124700459269433281e+02	-1.579526554605844808e+02	-3.352551646165617427e+01
1.578873203863417984e+02	-5.180921166588390179e+02	3.223619940431441933e+02	4.316001179406031270e+02	-2.733794715060512317e+02	-1.005915051849273993e+02	5.306623486857639591e+02	-3.537513516579612656e+02	-1.985671202799618982e+02	2.608343086003452527e+02	-6.242658759608074348e+01	1.953900501868025970e+02
1.239594190565339886e+02	-3.978706524226365104e+02	3.090590636691941882e+02	3.300171952337198604e+02	-8.675559021546646932e+01	5.686677223679559745e+01	3.069959195467039876e+02	-1.974390847561291764e+02	8.446965877897074648e-01	3.479415695623933971e+02	1.147549985916909243e+01	1.409326574103414487e+02
1.335424201007841702e+02	2.130935740357160739e+02	-1.205762222184226147e+02	-4.666247806505659810e+02	-2.625493595025705531e+02	-8.899734027424455007e+01	-3.200854876242607361e+02	-1.810873045166160722e+01	-1.800731609085786431e+02	-3.693236415146449190e+02	1.376432925342993769e+02	-1.927733811995274209e+02
-2.287480583364065296e+02	2.077492069866923998e+02	-1.347896561809957916e+01	2.163434381914991036e+02	5.871974232200491315e+02	5.717002844192343503e+01	3.678490519454508245e+01	3.604158293690240953e+02	4.951779108807426866e+01	-2.616087279501923035e+01	-2.269529293323245156e+02	9.693303861736630722e+01
-9.290754170366091103e+01	-2.227908019420755892e+01	8.101197687731281860e+01	2.046314442618445071e+02	9.890526836755759632e+01	2.803120202446822873e+01	1.520856538538893119e+02	-6.448444798487768992e+01	2.867872879405451414e+01	1.731426812309175034e+02	-1.425970444727237805e+02	1.321771210990218606e+02
2.528467909671546749e+02	-4.531630313980916753e+02	1.890294953108797245e+02	9.198710470791706229e+00	-4.496115885828244245e+02	-7.294274950251605105e+01	1.970625688470651369e+02	-2.764026601584329228e+02	7.642096299824436301e+01	8.588850197334951986e+01	1.617778444697286204e+02	3.321118411409622695e+01
-1.118722330298185454e+02	2.178543491598754827e+02	-1.579667790383756198e+02	1.210096229762552582e+02	4.698485223645493534e+02	-5.921608260231347032e+01	2.023654613890401492e+02	1.730777297360986609e+02	-2.786031133786344753e+02	1.458430463323594495e+00	-3.028896585110186948e+02	7.193414821070088294e+01
1.671083398533373270e+02	-1.163633275951077337e+02	5.734036719719106401e+01	4.950401046560173768e+01	-1.245363592758086781e+02	-1.826599687762004862e+02	2.124762108156786837e+02	2.429249961352697440e+00	-2.658153244609127341e+02	-2.368727009213692156e+02	2.921093306527036404e+01	-9.810048626981620501e+00
-1.601818061453652717e+02	1.862878943197651438e+02	-8.813674253219154764e+01	2.522826522036429537e+02	4.376562984761966959e+02	-2.319329664139938529e+01	1.576827262216012286e+02	2.537870725861532151e+02	-1.538669858582767347e+02	-1.178273014740402260e+02	-2.273164993995704037e+02	1.672164296503548542e+02
-3.265086252776241338e+01	-4.657279201466027985e+01	1.396571137470129429e+02	2.174170538475280807e+02	6.989714769998680310e+01	-2.615527943862464255e+01	2.023009363298951371e+02	-1.246089114155603284e+02	-6.980937072917021169e+01	1.326412410386512875e+02	-1.321045587840168878e+02	1.113630464277981815e+02
1.042754587225595770e+02	4.129852381172544540e+01	-5.720166058026175904e+01	-2.422724940673206220e+02	-1.786958826516360830e+02	-8.669541859408650453e+01	-7.508833539904182430e+01	8.604480422993381694e+01	-1.345907006740700069e+02	-3.512405948815341503e+02	-3.126645264162439020e+01	-1.519628827623440941e+02
-1.443713237918604975e+01	-1.481018130921449938e+02	1.803247930679524131e+02	3.599206633571684506e+02	2.052358322990362467e+02	-8.754125142604331700e+01	2.940549729940706243e+02	-2.978334546505538682e+01	-2.068518380248339952e+02	7.919481432866643900e+01	-2.207332157326546280e+02	1.801619148375243356e+02
1.573850022627734404e+02	-4.052007000667969123e+02	2.635777420953010051e+02	1.464194640441510558e+02	-3.426187111996990780e+02	-1.185211039277544387e+02	2.987492047336252199e+02	-2.825407023276194423e+02	-1.217919282864578179e+01	1.913200964142803286e+02	9.692976991349193838e+01	4.686482256723252959e+01
-2.067130410683585637e+02	-1.146917494587803361e+02	1.594550987857645623e+02	2.739457156672187921e+02	3.076696222929701321e+02	2.006494404684754045e+02	3.859448841987552470e+01	-4.872054987965174178e+01	2.568929176484400045e+02	4.438275491490098830e+02	-9.240014978223173614e+01	2.017998655698794721e+02
3.274617647880375557e+02	-2.093998309237687181e+02	1.692667945285597284e+02	-1.094343516087957227e+02	-5.947427712363025876e+02	-6.069865371657402875e+01	3.917945176946550134e+01	-2.490289929364466559e+02	-1.250315530497634597e+02	-4.893427884093576807e+01	1.811801861813899848e+02	-1.439911744906088984e+02
6.238631741157104216e+01	1.746359082914679561e+01	-1.480619405805864517e+02	-2.870641717033822147e+02	-8.733338273388264383e+01	6.238036936598696514e+00	-3.725550206728963190e+02	-1.862416380870082477e+01	1.264403065302767004e+02	-1.256596029464668760e+02	1.479125255281564080e+02	-2.239785750010642289e+02
-7.856651777067288833e+01	3.906539181434122838e+02	-3.160259100849401648e+02	-3.006927388828531775e+02	8.211903182777226107e+01	-1.630765713844623832e+01	-3.025607679234162219e+02	2.565247676523618452e+02	9.564014407643258053e+00	-2.786752082022557033e+02	-2.266726762529388139e+01	-2.240977669059483901e+02
-3.499358022193150930e+01	-1.240622729793790029e+02	1.653824929638174410e+02	4.539107166985313597e+02	1.411047035564201337e+02	-3.288858391817031190e+01	3.936032119162757681e+02	-6.521462026464902806e+01	-2.536638265129392664e+02	1.086599013479597602e+02	-1.759175847107697166e+02	2.290961409054158082e+02
8.437407283715506878e+01	-5.175916255225395162e+02	2.901221569145312742e+02	4.227226638621154962e+02	-2.767495982832743948e+02	7.101399380014795781e+01	6.247320422462058787e+02	-3.913598876833411850e+02	-1.902704455065824050e+02	2.384148629580189720e+02	-7.010348825593908373e+01	1.372604222804561402e+02
1.189885313387156174e+02	1.981641572971005871e+02	-6.034380832561744512e+01	-1.725756511426203019e+02	-1.154643026832968644e+02	-6.665467389628980754e+01	-6.339953698950925798e+01	1.010971975644556125e+02	-8.359215975187780145e+01	-2.492076753380413265e+02	3.729948249675443606e+01	-6.885477005422541197e+01
2.291056561048917501e+02	-4.247414094816476222e+02	3.055574776857679922e+02	2.214121478035524717e+02	-3.549416811182092033e+02	-3.477616259716165814e+01	2.304811798851475260e+02	-2.089243644223119816e+02	-1.117986182778611379e+02	2.382138587542928860e+02	8.719468327452661072e+01	1.506018252401958364e+02
-6.736698392339535246e+01	-7.541563260505488131e+01	1.466266687382814666e+02	1.795024763988926111e+02	1.810312560178510921e+02	-6.413294783308714386e+00	3.263828564596921069e+02	1.610427774105389176e+02	-5.519880590250266295e+01	1.116681896803462308e+02	-1.690471902061534308e+02	1.613479558752040646e+02
1.431078371677377845e+02	-3.546615630322691715e+01	2.389944810196551828e+01	-4.003376782153416968e+00	-1.963702563217021577e+02	-1.309013629485871490e+02	1.819444961314606530e+02	1.053702223027448781e+02	-3.414621961961298098e+02	-2.666725950246895422e+02	-4.580458938323215534e+01	-9.355167792246739111e+01
-6.782168014093838337e+01	2.213110006562180558e+02	-3.724214813750059250e+01	1.170317217541439589e+02	3.262020699644551769e+02	-3.890111503238404111e+01	9.375245175006564580e+01	2.015084636965376603e+02	-2.387537780886662517e+02	-1.566524489096247805e+02	-2.625572853211794495e+02	1.821359515490198930e+02
1.095778270605887315e+02	3.174767182946014543e+01	-5.678869151696119388e+01	-2.125892591976725043e+02	-2.031105531293177364e+02	-2.424240079488904485e+02	-1.078809839497204592e+02	8.876577829939431297e+01	-9.159514444292339874e+01	-2.901562697204128085e+02	4.141912034390647790e+01	-7.375539769666231393e+01
1.321870694038788088e+02	7.319197791649293094e+01	-1.712680906838093335e+02	-2.147299295585314667e+02	-2.028300104092202503e+02	-8.210858732072794908e+01	-7.678197921150997729e+01	-3.808848206238949530e+01	-1.333682902317393655e+02	-3.166725808354116225e+02	-3.655947697482308456e+01	-8.985967716041221820e+01
-2.225179426420512527e+02	2.384218933655920125e+02	-1.067569537248618303e+02	3.650747543697846709e+02	6.474190784849349711e+02	4.840142076721773989e-01	1.632898996178456912e+02	2.846733233208789784e+02	-1.150800932681820541e+02	-1.581903246924503392e+01	-3.387067827312600912e+02	2.483473654944714326e+02
1.654170103692786711e+02	4.568773034915371767e+01	4.640367011675697029e+01	2.399989862792691753e+01	-1.309334967796552576e+02	-2.432346891450712860e+02	1.226883455040000541e+02	-5.347734837835528054e+01	-2.414017033925663895e+02	-3.736473969612316637e+02	6.486627288127614577e+00	-2.181219766015128769e+01
1.411212856400055315e+01	3.821673185254476834e+01	-5.287010599490363916e+01	-2.605587335855472020e+02	-1.739574956696739889e+02	-4.588277724872780183e+00	-6.289233266990805760e+01	3.310956198121442640e+01	1.086206668114463554e+02	-1.243116086996446370e+02	1.128777829660748750e+02	-1.397945261988842560e+02
2.267422325268126144e+02	-1.584282614402632419e+02	5.666964286420835606e+00	-3.108230016626782799e+02	-4.815564484049087355e+02	-9.936155547188551651e+00	-9.943822942016136324e+01	-2.011022366396991004e+02	-3.676669438939519807e+01	-2.447651428612879272e+02	2.340168532837813018e+02	-2.332874195297411859e+02
